,date,search_term,interest,year,month,m_1,m_10,m_11,m_12,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,year_trend,interest_sa
573,2021-12-05,efficient boiler,10,2021,12,0,0,0,1,0,0,0,0,0,0,0,0,3.0,7.770113433502988
574,2021-12-12,efficient boiler,0,2021,12,0,0,0,1,0,0,0,0,0,0,0,0,3.0,-2.2298865664970116
575,2021-12-19,efficient boiler,19,2021,12,0,0,0,1,0,0,0,0,0,0,0,0,3.0,16.77011343350299
576,2021-12-26,efficient boiler,35,2021,12,0,0,0,1,0,0,0,0,0,0,0,0,3.0,32.770113433502985
607,2022-07-31,efficient boiler,41,2022,7,0,0,0,0,0,0,0,0,0,1,0,0,4.0,53.261294458202784
596,2022-05-15,efficient boiler,19,2022,5,0,0,0,0,0,0,0,1,0,0,0,0,4.0,30.18693280965357
597,2022-05-22,efficient boiler,27,2022,5,0,0,0,0,0,0,0,1,0,0,0,0,4.0,38.18693280965357
598,2022-05-29,efficient boiler,15,2022,5,0,0,0,0,0,0,0,1,0,0,0,0,4.0,26.18693280965357
599,2022-06-05,efficient boiler,26,2022,6,0,0,0,0,0,0,0,0,1,0,0,0,4.0,40.26018784164974
600,2022-06-12,efficient boiler,15,2022,6,0,0,0,0,0,0,0,0,1,0,0,0,4.0,29.260187841649742
601,2022-06-19,efficient boiler,42,2022,6,0,0,0,0,0,0,0,0,1,0,0,0,4.0,56.26018784164974
602,2022-06-26,efficient boiler,25,2022,6,0,0,0,0,0,0,0,0,1,0,0,0,4.0,39.26018784164974
603,2022-07-03,efficient boiler,0,2022,7,0,0,0,0,0,0,0,0,0,1,0,0,4.0,12.261294458202784
604,2022-07-10,efficient boiler,0,2022,7,0,0,0,0,0,0,0,0,0,1,0,0,4.0,12.261294458202784
605,2022-07-17,efficient boiler,34,2022,7,0,0,0,0,0,0,0,0,0,1,0,0,4.0,46.261294458202784
623,2022-11-20,efficient boiler,71,2022,11,0,0,1,0,0,0,0,0,0,0,0,0,4.0,59.30407494359338
622,2022-11-13,efficient boiler,91,2022,11,0,0,1,0,0,0,0,0,0,0,0,0,4.0,79.30407494359338
595,2022-05-08,efficient boiler,44,2022,5,0,0,0,0,0,0,0,1,0,0,0,0,4.0,55.18693280965357
621,2022-11-06,efficient boiler,32,2022,11,0,0,1,0,0,0,0,0,0,0,0,0,4.0,20.304074943593378
619,2022-10-23,efficient boiler,25,2022,10,0,1,0,0,0,0,0,0,0,0,0,0,4.0,12.777777777777757
618,2022-10-16,efficient boiler,97,2022,10,0,1,0,0,0,0,0,0,0,0,0,0,4.0,84.77777777777776
617,2022-10-09,efficient boiler,46,2022,10,0,1,0,0,0,0,0,0,0,0,0,0,4.0,33.77777777777776
616,2022-10-02,efficient boiler,62,2022,10,0,1,0,0,0,0,0,0,0,0,0,0,4.0,49.77777777777776
615,2022-09-25,efficient boiler,72,2022,9,0,0,0,0,0,0,0,0,0,0,0,1,4.0,71.96607019459094
614,2022-09-18,efficient boiler,32,2022,9,0,0,0,0,0,0,0,0,0,0,0,1,4.0,31.966070194590934
613,2022-09-11,efficient boiler,48,2022,9,0,0,0,0,0,0,0,0,0,0,0,1,4.0,47.966070194590934
612,2022-09-04,efficient boiler,75,2022,9,0,0,0,0,0,0,0,0,0,0,0,1,4.0,74.96607019459094
611,2022-08-28,efficient boiler,100,2022,8,0,0,0,0,0,0,0,0,0,0,1,0,4.0,103.88819213031846
610,2022-08-21,efficient boiler,83,2022,8,0,0,0,0,0,0,0,0,0,0,1,0,4.0,86.88819213031846
609,2022-08-14,efficient boiler,45,2022,8,0,0,0,0,0,0,0,0,0,0,1,0,4.0,48.88819213031845
608,2022-08-07,efficient boiler,44,2022,8,0,0,0,0,0,0,0,0,0,0,1,0,4.0,47.88819213031845
620,2022-10-30,efficient boiler,61,2022,10,0,1,0,0,0,0,0,0,0,0,0,0,4.0,48.77777777777776
594,2022-05-01,efficient boiler,21,2022,5,0,0,0,0,0,0,0,1,0,0,0,0,4.0,32.18693280965357
593,2022-04-24,efficient boiler,16,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,27.86735879698511
592,2022-04-17,efficient boiler,12,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,23.86735879698511
577,2022-01-02,efficient boiler,31,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,31.0
578,2022-01-09,efficient boiler,29,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,29.0
579,2022-01-16,efficient boiler,29,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,29.0
580,2022-01-23,efficient boiler,52,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,52.0
581,2022-01-30,efficient boiler,54,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,54.0
582,2022-02-06,efficient boiler,74,2022,2,0,0,0,0,1,0,0,0,0,0,0,0,4.0,73.74235879698506
583,2022-02-13,efficient boiler,44,2022,2,0,0,0,0,1,0,0,0,0,0,0,0,4.0,43.74235879698506
584,2022-02-20,efficient boiler,55,2022,2,0,0,0,0,1,0,0,0,0,0,0,0,4.0,54.74235879698506
585,2022-02-27,efficient boiler,43,2022,2,0,0,0,0,1,0,0,0,0,0,0,0,4.0,42.74235879698506
586,2022-03-06,efficient boiler,82,2022,3,0,0,0,0,0,1,0,0,0,0,0,0,4.0,81.60971759397023
587,2022-03-13,efficient boiler,47,2022,3,0,0,0,0,0,1,0,0,0,0,0,0,4.0,46.60971759397023
588,2022-03-20,efficient boiler,44,2022,3,0,0,0,0,0,1,0,0,0,0,0,0,4.0,43.60971759397023
589,2022-03-27,efficient boiler,89,2022,3,0,0,0,0,0,1,0,0,0,0,0,0,4.0,88.60971759397023
590,2022-04-03,efficient boiler,59,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,70.86735879698512
591,2022-04-10,efficient boiler,0,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,11.867358796985108
606,2022-07-24,efficient boiler,28,2022,7,0,0,0,0,0,0,0,0,0,1,0,0,4.0,40.261294458202784
836,2018-12-30,double glazing,50,2018,12,0,0,0,1,0,0,0,0,0,0,0,0,0.0,67.4971851020851
835,2018-12-23,double glazing,31,2018,12,0,0,0,1,0,0,0,0,0,0,0,0,0.0,48.4971851020851
834,2018-12-16,double glazing,38,2018,12,0,0,0,1,0,0,0,0,0,0,0,0,0.0,55.4971851020851
833,2018-12-09,double glazing,44,2018,12,0,0,0,1,0,0,0,0,0,0,0,0,0.0,61.4971851020851
832,2018-12-02,double glazing,50,2018,12,0,0,0,1,0,0,0,0,0,0,0,0,0.0,67.4971851020851
867,2019-08-04,double glazing,46,2019,8,0,0,0,0,0,0,0,0,0,0,1,0,1.0,44.15125925170471
868,2019-08-11,double glazing,62,2019,8,0,0,0,0,0,0,0,0,0,0,1,0,1.0,60.15125925170471
869,2019-08-18,double glazing,49,2019,8,0,0,0,0,0,0,0,0,0,0,1,0,1.0,47.15125925170471
870,2019-08-25,double glazing,53,2019,8,0,0,0,0,0,0,0,0,0,0,1,0,1.0,51.15125925170471
871,2019-09-01,double glazing,53,2019,9,0,0,0,0,0,0,0,0,0,0,0,1,1.0,51.87758604309113
872,2019-09-08,double glazing,52,2019,9,0,0,0,0,0,0,0,0,0,0,0,1,1.0,50.87758604309113
873,2019-09-15,double glazing,51,2019,9,0,0,0,0,0,0,0,0,0,0,0,1,1.0,49.87758604309113
874,2019-09-22,double glazing,50,2019,9,0,0,0,0,0,0,0,0,0,0,0,1,1.0,48.87758604309113
875,2019-09-29,double glazing,59,2019,9,0,0,0,0,0,0,0,0,0,0,0,1,1.0,57.87758604309113
876,2019-10-06,double glazing,55,2019,10,0,1,0,0,0,0,0,0,0,0,0,0,1.0,52.50000000000001
877,2019-10-13,double glazing,49,2019,10,0,1,0,0,0,0,0,0,0,0,0,0,1.0,46.50000000000001
880,2019-11-03,double glazing,60,2019,11,0,0,1,0,0,0,0,0,0,0,0,0,1.0,63.828370354316945
879,2019-10-27,double glazing,58,2019,10,0,1,0,0,0,0,0,0,0,0,0,0,1.0,55.50000000000001
866,2019-07-28,double glazing,51,2019,7,0,0,0,0,0,0,0,0,0,1,0,0,1.0,51.43146840803073
881,2019-11-10,double glazing,54,2019,11,0,0,1,0,0,0,0,0,0,0,0,0,1.0,57.828370354316945
882,2019-11-17,double glazing,49,2019,11,0,0,1,0,0,0,0,0,0,0,0,0,1.0,52.828370354316945
883,2019-11-24,double glazing,38,2019,11,0,0,1,0,0,0,0,0,0,0,0,0,1.0,41.828370354316945
884,2019-12-01,double glazing,43,2019,12,0,0,0,1,0,0,0,0,0,0,0,0,1.0,60.4971851020851
885,2019-12-08,double glazing,33,2019,12,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.4971851020851
886,2019-12-15,double glazing,37,2019,12,0,0,0,1,0,0,0,0,0,0,0,0,1.0,54.4971851020851
887,2019-12-22,double glazing,25,2019,12,0,0,0,1,0,0,0,0,0,0,0,0,1.0,42.4971851020851
888,2019-12-29,double glazing,42,2019,12,0,0,0,1,0,0,0,0,0,0,0,0,1.0,59.4971851020851
878,2019-10-20,double glazing,55,2019,10,0,1,0,0,0,0,0,0,0,0,0,0,1.0,52.50000000000001
865,2019-07-21,double glazing,56,2019,7,0,0,0,0,0,0,0,0,0,1,0,0,1.0,56.43146840803073
863,2019-07-07,double glazing,47,2019,7,0,0,0,0,0,0,0,0,0,1,0,0,1.0,47.43146840803073
857,2019-05-26,double glazing,50,2019,5,0,0,0,0,0,0,0,1,0,0,0,0,1.0,56.02770370151686
858,2019-06-02,double glazing,47,2019,6,0,0,0,0,0,0,0,0,1,0,0,0,1.0,52.465821337208766
859,2019-06-09,double glazing,53,2019,6,0,0,0,0,0,0,0,0,1,0,0,0,1.0,58.465821337208766
860,2019-06-16,double glazing,42,2019,6,0,0,0,0,0,0,0,0,1,0,0,0,1.0,47.465821337208766
861,2019-06-23,double glazing,53,2019,6,0,0,0,0,0,0,0,0,1,0,0,0,1.0,58.465821337208766
862,2019-06-30,double glazing,45,2019,6,0,0,0,0,0,0,0,0,1,0,0,0,1.0,50.465821337208766
864,2019-07-14,double glazing,45,2019,7,0,0,0,0,0,0,0,0,0,1,0,0,1.0,45.43146840803073
837,2019-01-06,double glazing,59,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,59.0
838,2019-01-13,double glazing,59,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,59.0
839,2019-01-20,double glazing,60,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,60.0
840,2019-01-27,double glazing,60,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,60.0
841,2019-02-03,double glazing,62,2019,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0,58.40820369614918
842,2019-02-10,double glazing,53,2019,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0,49.40820369614918
843,2019-02-17,double glazing,58,2019,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0,54.40820369614918
844,2019-02-24,double glazing,55,2019,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0,51.40820369614918
845,2019-03-03,double glazing,59,2019,3,0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.580296281187174
846,2019-03-10,double glazing,61,2019,3,0,0,0,0,0,1,0,0,0,0,0,0,1.0,62.580296281187174
847,2019-03-17,double glazing,56,2019,3,0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.580296281187174
848,2019-03-24,double glazing,67,2019,3,0,0,0,0,0,1,0,0,0,0,0,0,1.0,68.58029628118717
849,2019-03-31,double glazing,62,2019,3,0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.580296281187174
850,2019-04-07,double glazing,63,2019,4,0,0,0,0,0,0,1,0,0,0,0,0,1.0,64.47070369614917
851,2019-04-14,double glazing,58,2019,4,0,0,0,0,0,0,1,0,0,0,0,0,1.0,59.47070369614917
852,2019-04-21,double glazing,58,2019,4,0,0,0,0,0,0,1,0,0,0,0,0,1.0,59.47070369614917
853,2019-04-28,double glazing,54,2019,4,0,0,0,0,0,0,1,0,0,0,0,0,1.0,55.47070369614917
854,2019-05-05,double glazing,55,2019,5,0,0,0,0,0,0,0,1,0,0,0,0,1.0,61.02770370151686
855,2019-05-12,double glazing,53,2019,5,0,0,0,0,0,0,0,1,0,0,0,0,1.0,59.02770370151686
856,2019-05-19,double glazing,50,2019,5,0,0,0,0,0,0,0,1,0,0,0,0,1.0,56.02770370151686
914,2020-06-28,double glazing,68,2020,6,0,0,0,0,0,0,0,0,1,0,0,0,2.0,73.46582133720877
915,2020-07-05,double glazing,100,2020,7,0,0,0,0,0,0,0,0,0,1,0,0,2.0,100.43146840803072
916,2020-07-12,double glazing,77,2020,7,0,0,0,0,0,0,0,0,0,1,0,0,2.0,77.43146840803072
917,2020-07-19,double glazing,70,2020,7,0,0,0,0,0,0,0,0,0,1,0,0,2.0,70.43146840803072
918,2020-07-26,double glazing,73,2020,7,0,0,0,0,0,0,0,0,0,1,0,0,2.0,73.43146840803072
919,2020-08-02,double glazing,72,2020,8,0,0,0,0,0,0,0,0,0,0,1,0,2.0,70.1512592517047
920,2020-08-09,double glazing,75,2020,8,0,0,0,0,0,0,0,0,0,0,1,0,2.0,73.1512592517047
921,2020-08-16,double glazing,70,2020,8,0,0,0,0,0,0,0,0,0,0,1,0,2.0,68.1512592517047
922,2020-08-23,double glazing,74,2020,8,0,0,0,0,0,0,0,0,0,0,1,0,2.0,72.1512592517047
923,2020-08-30,double glazing,84,2020,8,0,0,0,0,0,0,0,0,0,0,1,0,2.0,82.1512592517047
913,2020-06-21,double glazing,65,2020,6,0,0,0,0,0,0,0,0,1,0,0,0,2.0,70.46582133720877
924,2020-09-06,double glazing,76,2020,9,0,0,0,0,0,0,0,0,0,0,0,1,2.0,74.87758604309113
925,2020-09-13,double glazing,69,2020,9,0,0,0,0,0,0,0,0,0,0,0,1,2.0,67.87758604309113
912,2020-06-14,double glazing,62,2020,6,0,0,0,0,0,0,0,0,1,0,0,0,2.0,67.46582133720877
911,2020-06-07,double glazing,55,2020,6,0,0,0,0,0,0,0,0,1,0,0,0,2.0,60.465821337208766
935,2020-11-22,double glazing,58,2020,11,0,0,1,0,0,0,0,0,0,0,0,0,2.0,61.828370354316945
936,2020-11-29,double glazing,49,2020,11,0,0,1,0,0,0,0,0,0,0,0,0,2.0,52.828370354316945
937,2020-12-06,double glazing,44,2020,12,0,0,0,1,0,0,0,0,0,0,0,0,2.0,61.4971851020851
938,2020-12-13,double glazing,49,2020,12,0,0,0,1,0,0,0,0,0,0,0,0,2.0,66.4971851020851
939,2020-12-20,double glazing,39,2020,12,0,0,0,1,0,0,0,0,0,0,0,0,2.0,56.4971851020851
940,2020-12-27,double glazing,58,2020,12,0,0,0,1,0,0,0,0,0,0,0,0,2.0,75.4971851020851
934,2020-11-15,double glazing,62,2020,11,0,0,1,0,0,0,0,0,0,0,0,0,2.0,65.82837035431695
933,2020-11-08,double glazing,55,2020,11,0,0,1,0,0,0,0,0,0,0,0,0,2.0,58.828370354316945
931,2020-10-25,double glazing,62,2020,10,0,1,0,0,0,0,0,0,0,0,0,0,2.0,59.5
932,2020-11-01,double glazing,66,2020,11,0,0,1,0,0,0,0,0,0,0,0,0,2.0,69.82837035431695
928,2020-10-04,double glazing,81,2020,10,0,1,0,0,0,0,0,0,0,0,0,0,2.0,78.5
929,2020-10-11,double glazing,74,2020,10,0,1,0,0,0,0,0,0,0,0,0,0,2.0,71.5
930,2020-10-18,double glazing,67,2020,10,0,1,0,0,0,0,0,0,0,0,0,0,2.0,64.5
910,2020-05-31,double glazing,64,2020,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0,70.02770370151686
889,2020-01-05,double glazing,46,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,46.0
890,2020-01-12,double glazing,56,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,56.0
891,2020-01-19,double glazing,58,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,58.0
892,2020-01-26,double glazing,56,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,56.0
893,2020-02-02,double glazing,51,2020,2,0,0,0,0,1,0,0,0,0,0,0,0,2.0,47.40820369614917
894,2020-02-09,double glazing,63,2020,2,0,0,0,0,1,0,0,0,0,0,0,0,2.0,59.40820369614917
895,2020-02-16,double glazing,63,2020,2,0,0,0,0,1,0,0,0,0,0,0,0,2.0,59.40820369614917
896,2020-02-23,double glazing,60,2020,2,0,0,0,0,1,0,0,0,0,0,0,0,2.0,56.40820369614917
897,2020-03-01,double glazing,56,2020,3,0,0,0,0,0,1,0,0,0,0,0,0,2.0,57.58029628118718
927,2020-09-27,double glazing,77,2020,9,0,0,0,0,0,0,0,0,0,0,0,1,2.0,75.87758604309113
898,2020-03-08,double glazing,49,2020,3,0,0,0,0,0,1,0,0,0,0,0,0,2.0,50.58029628118718
900,2020-03-22,double glazing,37,2020,3,0,0,0,0,0,1,0,0,0,0,0,0,2.0,38.58029628118718
901,2020-03-29,double glazing,27,2020,3,0,0,0,0,0,1,0,0,0,0,0,0,2.0,28.580296281187177
902,2020-04-05,double glazing,37,2020,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0,38.47070369614917
903,2020-04-12,double glazing,36,2020,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0,37.47070369614917
904,2020-04-19,double glazing,49,2020,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0,50.47070369614917
905,2020-04-26,double glazing,41,2020,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0,42.47070369614917
906,2020-05-03,double glazing,44,2020,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0,50.027703701516856
907,2020-05-10,double glazing,51,2020,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0,57.027703701516856
908,2020-05-17,double glazing,56,2020,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0,62.027703701516856
909,2020-05-24,double glazing,55,2020,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0,61.027703701516856
899,2020-03-15,double glazing,38,2020,3,0,0,0,0,0,1,0,0,0,0,0,0,2.0,39.58029628118718
926,2020-09-20,double glazing,75,2020,9,0,0,0,0,0,0,0,0,0,0,0,1,2.0,73.87758604309113
952,2021-03-21,double glazing,80,2021,3,0,0,0,0,0,1,0,0,0,0,0,0,3.0,81.58029628118717
948,2021-02-21,double glazing,78,2021,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,74.40820369614919
947,2021-02-14,double glazing,71,2021,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,67.40820369614919
946,2021-02-07,double glazing,80,2021,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,76.40820369614919
949,2021-02-28,double glazing,66,2021,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,62.40820369614918
945,2021-01-31,double glazing,63,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,63.0
950,2021-03-07,double glazing,68,2021,3,0,0,0,0,0,1,0,0,0,0,0,0,3.0,69.58029628118717
951,2021-03-14,double glazing,68,2021,3,0,0,0,0,0,1,0,0,0,0,0,0,3.0,69.58029628118717
953,2021-03-28,double glazing,72,2021,3,0,0,0,0,0,1,0,0,0,0,0,0,3.0,73.58029628118717
955,2021-04-11,double glazing,74,2021,4,0,0,0,0,0,0,1,0,0,0,0,0,3.0,75.47070369614917
956,2021-04-18,double glazing,79,2021,4,0,0,0,0,0,0,1,0,0,0,0,0,3.0,80.47070369614917
957,2021-04-25,double glazing,68,2021,4,0,0,0,0,0,0,1,0,0,0,0,0,3.0,69.47070369614917
944,2021-01-24,double glazing,63,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,63.0
958,2021-05-02,double glazing,66,2021,5,0,0,0,0,0,0,0,1,0,0,0,0,3.0,72.02770370151686
959,2021-05-09,double glazing,55,2021,5,0,0,0,0,0,0,0,1,0,0,0,0,3.0,61.027703701516856
960,2021-05-16,double glazing,50,2021,5,0,0,0,0,0,0,0,1,0,0,0,0,3.0,56.027703701516856
961,2021-05-23,double glazing,53,2021,5,0,0,0,0,0,0,0,1,0,0,0,0,3.0,59.027703701516856
962,2021-05-30,double glazing,65,2021,5,0,0,0,0,0,0,0,1,0,0,0,0,3.0,71.02770370151686
954,2021-04-04,double glazing,78,2021,4,0,0,0,0,0,0,1,0,0,0,0,0,3.0,79.47070369614917
943,2021-01-17,double glazing,60,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,60.0
941,2021-01-03,double glazing,60,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,60.0
963,2021-06-06,double glazing,57,2021,6,0,0,0,0,0,0,0,0,1,0,0,0,3.0,62.465821337208766
942,2021-01-10,double glazing,62,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,62.0
964,2021-06-13,double glazing,59,2021,6,0,0,0,0,0,0,0,0,1,0,0,0,3.0,64.46582133720877
966,2021-06-27,double glazing,54,2021,6,0,0,0,0,0,0,0,0,1,0,0,0,3.0,59.465821337208766
990,2021-12-12,double glazing,38,2021,12,0,0,0,1,0,0,0,0,0,0,0,0,3.0,55.4971851020851
989,2021-12-05,double glazing,47,2021,12,0,0,0,1,0,0,0,0,0,0,0,0,3.0,64.4971851020851
988,2021-11-28,double glazing,51,2021,11,0,0,1,0,0,0,0,0,0,0,0,0,3.0,54.828370354316945
987,2021-11-21,double glazing,62,2021,11,0,0,1,0,0,0,0,0,0,0,0,0,3.0,65.82837035431695
986,2021-11-14,double glazing,49,2021,11,0,0,1,0,0,0,0,0,0,0,0,0,3.0,52.828370354316945
985,2021-11-07,double glazing,56,2021,11,0,0,1,0,0,0,0,0,0,0,0,0,3.0,59.828370354316945
984,2021-10-31,double glazing,71,2021,10,0,1,0,0,0,0,0,0,0,0,0,0,3.0,68.50000000000001
983,2021-10-24,double glazing,59,2021,10,0,1,0,0,0,0,0,0,0,0,0,0,3.0,56.50000000000001
982,2021-10-17,double glazing,66,2021,10,0,1,0,0,0,0,0,0,0,0,0,0,3.0,63.50000000000001
981,2021-10-10,double glazing,56,2021,10,0,1,0,0,0,0,0,0,0,0,0,0,3.0,53.50000000000001
980,2021-10-03,double glazing,63,2021,10,0,1,0,0,0,0,0,0,0,0,0,0,3.0,60.50000000000001
991,2021-12-19,double glazing,31,2021,12,0,0,0,1,0,0,0,0,0,0,0,0,3.0,48.4971851020851
979,2021-09-26,double glazing,64,2021,9,0,0,0,0,0,0,0,0,0,0,0,1,3.0,62.87758604309113
977,2021-09-12,double glazing,53,2021,9,0,0,0,0,0,0,0,0,0,0,0,1,3.0,51.87758604309113
976,2021-09-05,double glazing,51,2021,9,0,0,0,0,0,0,0,0,0,0,0,1,3.0,49.87758604309113
975,2021-08-29,double glazing,50,2021,8,0,0,0,0,0,0,0,0,0,0,1,0,3.0,48.15125925170471
974,2021-08-22,double glazing,58,2021,8,0,0,0,0,0,0,0,0,0,0,1,0,3.0,56.15125925170471
973,2021-08-15,double glazing,54,2021,8,0,0,0,0,0,0,0,0,0,0,1,0,3.0,52.15125925170471
972,2021-08-08,double glazing,58,2021,8,0,0,0,0,0,0,0,0,0,0,1,0,3.0,56.15125925170471
971,2021-08-01,double glazing,52,2021,8,0,0,0,0,0,0,0,0,0,0,1,0,3.0,50.15125925170471
970,2021-07-25,double glazing,49,2021,7,0,0,0,0,0,0,0,0,0,1,0,0,3.0,49.431468408030725
969,2021-07-18,double glazing,61,2021,7,0,0,0,0,0,0,0,0,0,1,0,0,3.0,61.431468408030725
968,2021-07-11,double glazing,50,2021,7,0,0,0,0,0,0,0,0,0,1,0,0,3.0,50.431468408030725
967,2021-07-04,double glazing,52,2021,7,0,0,0,0,0,0,0,0,0,1,0,0,3.0,52.431468408030725
978,2021-09-19,double glazing,54,2021,9,0,0,0,0,0,0,0,0,0,0,0,1,3.0,52.87758604309113
992,2021-12-26,double glazing,38,2021,12,0,0,0,1,0,0,0,0,0,0,0,0,3.0,55.4971851020851
965,2021-06-20,double glazing,52,2021,6,0,0,0,0,0,0,0,0,1,0,0,0,3.0,57.465821337208766
1031,2022-09-25,double glazing,60,2022,9,0,0,0,0,0,0,0,0,0,0,0,1,4.0,58.87758604309113
1039,2022-11-20,double glazing,69,2022,11,0,0,1,0,0,0,0,0,0,0,0,0,4.0,72.82837035431695
1038,2022-11-13,double glazing,49,2022,11,0,0,1,0,0,0,0,0,0,0,0,0,4.0,52.828370354316945
1037,2022-11-06,double glazing,49,2022,11,0,0,1,0,0,0,0,0,0,0,0,0,4.0,52.828370354316945
1036,2022-10-30,double glazing,65,2022,10,0,1,0,0,0,0,0,0,0,0,0,0,4.0,62.50000000000001
1035,2022-10-23,double glazing,50,2022,10,0,1,0,0,0,0,0,0,0,0,0,0,4.0,47.50000000000001
1034,2022-10-16,double glazing,57,2022,10,0,1,0,0,0,0,0,0,0,0,0,0,4.0,54.50000000000001
1033,2022-10-09,double glazing,61,2022,10,0,1,0,0,0,0,0,0,0,0,0,0,4.0,58.50000000000001
999,2022-02-13,double glazing,55,2022,2,0,0,0,0,1,0,0,0,0,0,0,0,4.0,51.40820369614918
998,2022-02-06,double glazing,62,2022,2,0,0,0,0,1,0,0,0,0,0,0,0,4.0,58.40820369614918
997,2022-01-30,double glazing,59,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,59.0
996,2022-01-23,double glazing,53,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,53.0
995,2022-01-16,double glazing,58,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,58.0
994,2022-01-09,double glazing,64,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,64.0
993,2022-01-02,double glazing,59,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,59.0
1000,2022-02-20,double glazing,63,2022,2,0,0,0,0,1,0,0,0,0,0,0,0,4.0,59.40820369614918
1001,2022-02-27,double glazing,55,2022,2,0,0,0,0,1,0,0,0,0,0,0,0,4.0,51.40820369614918
1002,2022-03-06,double glazing,52,2022,3,0,0,0,0,0,1,0,0,0,0,0,0,4.0,53.580296281187174
1003,2022-03-13,double glazing,57,2022,3,0,0,0,0,0,1,0,0,0,0,0,0,4.0,58.580296281187174
1030,2022-09-18,double glazing,54,2022,9,0,0,0,0,0,0,0,0,0,0,0,1,4.0,52.87758604309113
1029,2022-09-11,double glazing,58,2022,9,0,0,0,0,0,0,0,0,0,0,0,1,4.0,56.87758604309113
1028,2022-09-04,double glazing,59,2022,9,0,0,0,0,0,0,0,0,0,0,0,1,4.0,57.87758604309113
1027,2022-08-28,double glazing,55,2022,8,0,0,0,0,0,0,0,0,0,0,1,0,4.0,53.15125925170471
1026,2022-08-21,double glazing,60,2022,8,0,0,0,0,0,0,0,0,0,0,1,0,4.0,58.15125925170471
1025,2022-08-14,double glazing,61,2022,8,0,0,0,0,0,0,0,0,0,0,1,0,4.0,59.15125925170471
1024,2022-08-07,double glazing,55,2022,8,0,0,0,0,0,0,0,0,0,0,1,0,4.0,53.15125925170471
1023,2022-07-31,double glazing,51,2022,7,0,0,0,0,0,0,0,0,0,1,0,0,4.0,51.431468408030725
1022,2022-07-24,double glazing,57,2022,7,0,0,0,0,0,0,0,0,0,1,0,0,4.0,57.431468408030725
1021,2022-07-17,double glazing,52,2022,7,0,0,0,0,0,0,0,0,0,1,0,0,4.0,52.431468408030725
1020,2022-07-10,double glazing,49,2022,7,0,0,0,0,0,0,0,0,0,1,0,0,4.0,49.431468408030725
1019,2022-07-03,double glazing,49,2022,7,0,0,0,0,0,0,0,0,0,1,0,0,4.0,49.431468408030725
